blockNum,timestamp,TxHash,origin,SENDER,from_token,to_token,quantity_in,quantity_out
13916169,2022-01-01T00:00:20Z,0xb9580c4698228fff6286083584871f1efda642e70d53f7838ca95e27cf82758f,0xbE3524D157DE6977ae5297590692DF17DEABDCd7,0xE592427A0AEce92De3Edee1F18E0157C05861564,USDC,WETH,368451.893403,100.04947215405389
13916169,2022-01-01T00:00:20Z,0xce1b5540500f2b3bd7e57daeffadbb128df563ef3b337697ba8b089ee54e7905,0x8e501652e7A670d0DB94f2e7f43a0CD3A9373c34,0xE592427A0AEce92De3Edee1F18E0157C05861564,USDC,WETH,7348.892457,1.993353935934415
13916169,2022-01-01T00:00:20Z,0x9647778283f2290786e393275b54b15040e667749b2bd0e033f0bed34b4847b6,0x1D95fa100748A5Bf1635e3A2439926053FbA8467,0x1111111254fb6c44bAC0beD2854e76F90643097d,USDC,WETH,47523.200755,12.888429618648498
13916172,2022-01-01T00:01:05Z,0xa9409418a2af7cb2d6203980f16f4233815ff9b07ee80140f601419fa03936a4,0x342cDc554f3f2AfB38D14ddd7e84823F3D113059,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,WETH,USDC,14.84593608160757,54685.215206
13916174,2022-01-01T00:01:23Z,0x87444bf4163d738c05dee5036af523534d21aaf5ac9e44899ebae1c75591b696,0x6ADDE37b42e7Ed125138a60f329c9Df05B2600e8,0x220bdA5c8994804Ac96ebe4DF184d25e5c2196D4,WETH,USDC,1.3381875,4928.390319
13916177,2022-01-01T00:01:52Z,0x1b2d070dc6de14af280c7a5ae4b47559ada63e00dde4283a6a15ebd572c19368,0x8bd3AE628A72ca2f8a833Ef50E76e57c962c8157,0x51399B32CD0186bB32230e24167489f3B2F47870,USDC,WETH,199630.2,54.120499415717546
13916181,2022-01-01T00:02:38Z,0x8d60205ce622a798277d970b8defc8a6cecbef264f8324f5b018249a0e99e6c3,0x805Ba02F89C4C9ce6701eb502ebBBe19941e306F,0xE592427A0AEce92De3Edee1F18E0157C05861564,WETH,USDC,2.6592324056810064,9804.401535
13916182,2022-01-01T00:02:47Z,0x00979d9a3854343aa8081905fe0e2e4636c96e481184ca1524baa773096188ca,0xc632F311084BBA99C96b986B4dEb4848559ad853,0xE592427A0AEce92De3Edee1F18E0157C05861564,USDC,WETH,37347.818825,10.118900949478789
13916183,2022-01-01T00:02:55Z,0xfe6f2b7d3920b460f435009c7d88bddebd3801541dd12a627eca4d7aa677fcfb,0x967d4A16C5b276126125a5E6a0B228C6dD53bA31,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,USDC,WETH,3000.0,0.8127209304287532
13916183,2022-01-01T00:02:55Z,0xc9f8d44d0eb0e579eb3cfb437203c5374b821889c55d0c53c29f52bd18223a0f,0xc21a0e64a7b39A3D41Dd17942d74E63C0Bb6AE12,0xE592427A0AEce92De3Edee1F18E0157C05861564,WETH,USDC,3.571908272819085,13171.450954
13916185,2022-01-01T00:03:25Z,0x18aa3edad5510583c356a5d1931544a45c1e2fa527eb5c3b6ded6066e7ee4fb4,0xA8d3994f9a423BDb5528e320A79695b1d4C33C5a,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,USDC,WETH,366.869248,0.09939368602666208
